218,215,"undervote"
218,"undervote","undervote"
217,215,218
215,218,"undervote"
215,217,215
217,215,214
218,"undervote","undervote"
218,"undervote","undervote"
215,217,"undervote"
217,215,218
218,215,"undervote"
215,"undervote","undervote"
217,"undervote","undervote"
217,214,"undervote"
218,215,"undervote"
218,"undervote","undervote"
215,"undervote","undervote"
215,217,218
217,215,218
215,217,"undervote"
215,217,218
215,217,218
218,"undervote","undervote"
217,"undervote","undervote"
217,215,"undervote"
214,218,217
217,215,"undervote"
215,218,"undervote"
218,"undervote","undervote"
215,217,214
217,215,218
217,215,218
217,218,215
215,"undervote","undervote"
"undervote","undervote","undervote"
218,215,217
215,218,"undervote"
218,"undervote","undervote"
214,215,218
215,218,"undervote"
217,215,"undervote"
218,215,"undervote"
218,215,"undervote"
218,217,"undervote"
217,217,215
218,"undervote","undervote"
215,217,214
215,217,218
217,215,218
218,215,217
217,215,"undervote"
215,218,217
218,215,217
217,215,"undervote"
215,217,"undervote"
218,215,217
217,215,218
217,215,218
215,217,"undervote"
217,215,218
217,215,214
217,"undervote","undervote"
215,217,"undervote"
218,"undervote","undervote"
217,214,"undervote"
215,217,218
215,"undervote",218
217,218,215
218,215,"undervote"
218,215,"undervote"
218,215,214
218,"undervote","undervote"
218,215,217
"undervote","undervote","undervote"
"undervote","overvote","undervote"
218,"undervote","undervote"
218,215,217
218,"undervote","undervote"
218,217,"undervote"
215,218,217
218,215,"undervote"
218,"undervote","undervote"
217,"undervote",215
"undervote","undervote","undervote"
"undervote","undervote","undervote"
215,217,"undervote"
"undervote","undervote","undervote"
218,215,217
217,215,218
215,218,217
217,"undervote","undervote"
218,215,"undervote"
217,215,"undervote"
217,218,"undervote"
217,"undervote","undervote"
217,"undervote","undervote"
217,"undervote","undervote"
218,"undervote",215
218,215,217
217,"undervote","undervote"
217,"undervote","undervote"
218,215,"undervote"
217,215,"undervote"
218,215,"undervote"
217,"undervote","undervote"
217,"undervote","undervote"
215,"undervote","undervote"
217,215,218
215,217,"undervote"
215,"undervote","undervote"
217,"undervote","undervote"
217,"undervote","undervote"
215,214,"undervote"
217,"undervote","undervote"
217,"undervote","undervote"
218,215,"undervote"
215,"undervote","undervote"
215,217,"undervote"
217,215,"undervote"
"undervote","undervote","undervote"
218,"undervote","undervote"
215,217,"undervote"
215,"undervote","undervote"
217,"undervote","undervote"
215,218,217
217,"undervote","undervote"
217,215,218
215,217,218
215,217,"undervote"
217,215,218
217,"undervote","undervote"
215,"undervote","undervote"
217,215,"undervote"
217,"undervote","undervote"
217,"undervote","undervote"
215,217,"undervote"
217,215,"undervote"
215,"undervote","undervote"
217,215,"undervote"
217,215,"undervote"
215,217,"undervote"
215,218,"undervote"
218,215,"undervote"
217,215,"undervote"
218,"undervote","undervote"
218,"undervote","undervote"
215,217,"undervote"
215,217,"undervote"
217,215,"undervote"
218,215,"undervote"
217,"undervote","undervote"
215,"undervote","undervote"
218,215,"undervote"
217,"undervote","undervote"
217,"undervote","undervote"
215,"undervote","undervote"
218,215,"undervote"
218,"undervote","undervote"
215,214,218
218,215,"undervote"
218,215,"undervote"
218,215,217
214,218,215
217,215,218
218,215,217
217,"undervote","undervote"
218,215,"undervote"
215,218,217
215,215,215
215,218,217
"undervote","undervote",218
218,215,217
215,"undervote","undervote"
218,215,217
215,218,217
215,217,218
218,"undervote",217
218,215,217
218,215,217
218,215,217
218,215,214
218,215,217
218,217,215
215,214,218
218,215,217
218,"undervote","undervote"
217,"undervote","undervote"
217,215,218
218,215,"undervote"
218,215,"overvote"
218,215,"undervote"
218,215,217
215,218,"undervote"
215,218,"undervote"
215,218,"undervote"
215,218,217
215,"undervote",218
217,"undervote","undervote"
218,"undervote","undervote"
"undervote","undervote","undervote"
217,"undervote","undervote"
"undervote","undervote","undervote"
218,"undervote","undervote"
215,"undervote","undervote"
215,218,"undervote"
218,"undervote","undervote"
218,215,217
"undervote","undervote","undervote"
215,"undervote","undervote"
217,"undervote","undervote"
215,"undervote","undervote"
215,217,218
215,"undervote","undervote"
218,"undervote","undervote"
218,"undervote","undervote"
218,215,217
"undervote","undervote","undervote"
"undervote","undervote","undervote"
"undervote","undervote","undervote"
"undervote","undervote","undervote"
218,215,217
218,"undervote","undervote"
218,215,"undervote"
218,"undervote","undervote"
218,"undervote","undervote"
217,215,218
215,217,218
214,218,"undervote"
215,217,"undervote"
215,217,"undervote"
218,215,217
218,215,"undervote"
218,215,214
217,"overvote","undervote"
218,"undervote","undervote"
218,215,"undervote"
218,215,214
218,215,"undervote"
218,214,215
218,217,215
"overvote",215,"undervote"
214,215,218
218,215,"undervote"
218,217,215
"undervote","undervote","undervote"
218,215,217
218,215,"undervote"
218,214,215
218,214,215
218,215,217
218,"undervote","undervote"
218,215,214
215,218,217
215,218,"undervote"
217,215,218
218,215,"undervote"
215,217,218
215,217,214
215,217,218
218,215,217
215,218,217
218,215,217
"undervote","undervote","undervote"
"undervote",218,"undervote"
215,218,217
218,215,217
217,215,218
215,217,218
218,215,217
217,215,218
215,218,217
218,215,"undervote"
218,215,217
215,218,217
218,"undervote","undervote"
218,215,214
"overvote","undervote","undervote"
218,215,217
218,215,217
218,215,217
218,215,217
218,215,217
218,215,217
218,215,214
218,215,"undervote"
218,217,215
218,215,217
218,215,"undervote"
215,217,218
218,"undervote","undervote"
218,218,218
218,217,215
215,218,217
218,"undervote","undervote"
217,215,218
215,"undervote",217
215,"undervote","undervote"
217,218,214
218,215,217
218,215,217
215,218,"undervote"
215,218,"undervote"
215,217,218
215,218,"undervote"
215,218,"undervote"
217,215,218
217,215,218
218,215,217
218,215,217
218,215,217
215,218,217
215,215,215
218,215,217
218,218,218
"overvote","undervote","undervote"
218,217,215
218,"undervote","undervote"
218,215,"undervote"
215,"undervote",218
218,215,217
218,215,"undervote"
215,218,217
215,218,217
218,"undervote",215
218,"undervote","undervote"
218,"undervote","undervote"
215,"undervote",218
218,215,217
215,218,"undervote"
215,218,"undervote"
218,215,217
217,218,215
218,215,217
218,217,215
218,217,215
217,215,218
217,215,218
218,215,217
217,"undervote",215
218,217,"undervote"
217,"undervote","undervote"
215,"undervote","undervote"
"undervote",215,218
218,215,217
215,218,217
218,215,217
215,"undervote",218
218,215,"undervote"
215,218,"undervote"
215,218,217
215,217,218
218,217,215
218,215,217
215,218,217
218,"undervote",215
215,218,214
218,215,"undervote"
"overvote",218,"undervote"
218,215,217
"overvote",218,"undervote"
218,"overvote","undervote"
218,217,215
"undervote",218,"overvote"
218,218,218
218,218,218
"overvote","undervote","undervote"
218,215,"undervote"
218,"undervote","undervote"
215,218,"undervote"
215,217,218
218,217,"undervote"
218,215,217
"overvote",218,"undervote"
218,215,217
218,215,"undervote"
217,218,215
218,"undervote","undervote"
217,"undervote","undervote"
217,218,215
218,217,218
218,217,"undervote"
218,215,217
217,218,215
218,"undervote","undervote"
218,215,"undervote"
218,215,217
218,"undervote","undervote"
218,217,215
218,215,217
218,218,215
218,217,215
218,215,218
218,215,"undervote"
218,215,"undervote"
218,215,217
218,"undervote",215
218,215,"undervote"
218,"undervote","undervote"
218,215,217
218,215,217
215,218,"undervote"
215,218,"undervote"
217,215,218
218,214,215
215,218,"undervote"
215,218,217
217,215,218
218,215,217
218,217,215
215,218,217
215,218,217
217,"undervote","undervote"
"undervote",218,"undervote"
218,"undervote",215
215,218,217
215,218,"undervote"
218,"undervote","undervote"
218,215,"undervote"
214,214,214
215,218,217
217,218,215
215,"undervote",217
215,"undervote","undervote"
218,"undervote","undervote"
217,"undervote","undervote"
218,215,"undervote"
218,"undervote","undervote"
218,"undervote",215
217,215,218
215,"undervote","undervote"
215,218,217
215,217,218
217,215,218
218,215,"undervote"
218,215,218
218,"undervote","undervote"
215,"undervote","undervote"
217,215,218
218,215,217
218,215,217
218,215,217
218,"undervote","undervote"
215,217,218
217,215,"undervote"
218,215,217
215,"undervote","undervote"
217,215,"undervote"
215,218,"undervote"
218,215,217
215,"undervote","undervote"
215,218,217
215,218,215
217,215,"undervote"
218,215,217
218,214,215
218,215,217
218,215,"undervote"
214,218,215
218,215,"undervote"
218,215,217
218,"undervote","undervote"
218,215,"undervote"
218,215,217
"undervote",218,"undervote"
218,215,217
218,215,217
218,215,217
218,215,217
218,215,217
218,215,214
215,217,214
215,218,217
217,215,218
215,218,217
"undervote",218,215
218,215,217
218,214,215
218,215,"undervote"
214,215,"undervote"
218,215,217
"undervote",215,"overvote"
218,215,"undervote"
215,218,214
215,218,214
218,215,217
218,"undervote","undervote"
218,215,214
215,215,217
218,215,214
"undervote","undervote","undervote"
215,"undervote","overvote"
215,218,217
218,215,217
215,214,218
218,"undervote","undervote"
217,215,218
215,218,217
218,215,217
215,218,"undervote"
218,215,214
218,215,"undervote"
218,215,217
"undervote",215,"undervote"
215,218,214
215,218,214
218,217,215
218,215,217
218,215,217
218,215,"undervote"
218,"undervote",217
215,218,217
218,215,214
218,215,"undervote"
215,218,217
218,"undervote","undervote"
"undervote","undervote","undervote"
214,"undervote","undervote"
218,215,"undervote"
215,218,217
218,215,217
218,215,217
218,215,"undervote"
218,215,217
215,218,217
218,215,"undervote"
215,217,"undervote"
215,218,217
215,218,217
215,218,215
215,"undervote","undervote"
"undervote",215,218
218,215,217
214,218,215
"overvote",215,217
215,218,217
218,217,215
217,215,218
218,"undervote","undervote"
215,218,217
218,214,215
218,215,217
218,215,217
215,"undervote",218
218,215,215
218,215,"undervote"
218,215,217
215,218,217
215,218,214
215,214,217
218,217,215
218,215,217
217,218,215
215,218,217
215,218,217
218,214,215
218,217,215
218,215,217
218,215,"undervote"
217,215,218
215,218,217
218,215,217
217,215,218
218,217,215
215,218,217
215,218,217
218,215,214
218,215,217
218,215,"undervote"
214,217,218
218,"undervote","undervote"
218,215,217
218,"undervote","undervote"
218,215,217
"undervote",215,217
215,"undervote","undervote"
218,"undervote",215
218,"undervote","undervote"
218,"undervote","undervote"
218,215,217
215,218,217
218,"undervote","undervote"
217,215,218
215,218,214
215,"undervote","undervote"
218,215,214
"overvote",215,"undervote"
215,"undervote",218
217,"undervote","undervote"
218,217,215
215,"undervote","undervote"
218,"undervote","undervote"
215,"undervote","undervote"
215,"undervote","undervote"
218,"undervote","undervote"
218,215,"undervote"
215,217,218
"undervote","undervote","undervote"
218,"undervote","undervote"
218,"undervote","undervote"
218,215,"undervote"
218,215,217
217,"overvote",218
218,215,217
215,218,217
218,215,217
215,218,217
"undervote","undervote","undervote"
218,215,217
"undervote","undervote","undervote"
218,"undervote","undervote"
"undervote","undervote","undervote"
218,215,"undervote"
218,217,215
217,218,215
215,"undervote",218
218,215,217
"undervote","undervote","undervote"
215,217,218
215,218,"undervote"
215,"undervote",218
217,215,218
218,215,214
214,215,218
218,214,215
215,218,217
217,215,218
215,217,218
"undervote",217,218
217,"undervote","undervote"
217,215,218
215,218,217
"undervote",217,"undervote"
215,217,218
215,217,218
215,217,"undervote"
218,218,218
217,218,215
215,214,218
218,217,215
218,215,"undervote"
218,215,217
215,217,"undervote"
218,217,215
215,"undervote","undervote"
215,217,218
217,215,218
217,215,218
218,215,"undervote"
"undervote","undervote","undervote"
"undervote",218,217
214,"undervote","undervote"
215,218,217
215,218,217
218,215,217
217,215,218
215,218,217
215,217,218
215,218,"undervote"
217,215,"undervote"
217,215,218
215,218,"undervote"
218,215,"undervote"
"undervote",217,"undervote"
215,217,218
215,218,217
215,"undervote","undervote"
215,217,218
217,215,218
215,217,218
215,"undervote","undervote"
218,215,217
218,217,215
214,218,215
217,215,218
215,217,"undervote"
218,"undervote","undervote"
218,"undervote","undervote"
215,218,"undervote"
215,218,217
217,215,"undervote"
218,215,217
217,215,214
218,217,215
215,218,217
217,215,218
218,215,"undervote"
218,215,217
218,215,"undervote"
218,215,"undervote"
218,215,217
218,215,"undervote"
215,"undervote","undervote"
"undervote","undervote","undervote"
217,215,214
214,"undervote","undervote"
215,218,217
218,215,214
215,"undervote","undervote"
215,218,217
215,"undervote","undervote"
218,215,"undervote"
215,218,"undervote"
218,215,"undervote"
215,218,217
215,217,"undervote"
215,217,"undervote"
218,215,"undervote"
218,215,217
218,215,217
218,"undervote","undervote"
218,215,214
218,215,217
218,215,"undervote"
215,218,217
215,217,218
215,218,217
215,"undervote","undervote"
215,218,217
218,215,217
"undervote","undervote","undervote"
218,215,214
218,215,"undervote"
218,"undervote","undervote"
215,"undervote","undervote"
218,215,"undervote"
215,217,218
215,"undervote","undervote"
218,215,214
218,215,217
218,215,217
215,"undervote","undervote"
218,215,"undervote"
218,"undervote","undervote"
215,218,214
215,218,"undervote"
218,"undervote","undervote"
218,217,215
215,218,217
218,215,"undervote"
215,217,218
215,217,218
218,"undervote","undervote"
215,"undervote","undervote"
215,"undervote",218
214,217,218
215,"undervote","undervote"
218,215,217
217,"undervote","undervote"
218,215,"undervote"
"overvote","undervote","undervote"
217,218,"undervote"
218,217,215
218,215,"undervote"
215,"undervote","undervote"
217,215,218
217,215,218
218,"undervote",215
217,215,"undervote"
218,217,215
217,215,218
218,215,214
215,"undervote","undervote"
215,"undervote","undervote"
218,215,214
"undervote","undervote","undervote"
215,"undervote","undervote"
218,215,"undervote"
215,"undervote","undervote"
218,"undervote","undervote"
218,215,217
217,215,218
218,215,"undervote"
218,215,"undervote"
218,215,217
217,"undervote","undervote"
"undervote","undervote",217
215,218,"undervote"
215,218,217
215,218,217
215,218,"undervote"
215,218,217
"undervote",215,"undervote"
217,215,218
218,"undervote","undervote"
215,218,217
217,215,218
217,215,218
218,215,"undervote"
215,218,"undervote"
215,215,215
214,215,218
214,218,217
217,215,218
217,215,218
217,"undervote","undervote"
217,215,218
218,215,217
218,"undervote","undervote"
218,218,218
218,"undervote","undervote"
218,215,"undervote"
218,"undervote","undervote"
218,215,"undervote"
218,215,217
217,218,215
217,217,217
215,"undervote","undervote"
218,"undervote","undervote"
215,217,218
218,215,217
218,"undervote","undervote"
218,215,217
215,218,"undervote"
217,"undervote","undervote"
217,215,218
217,215,218
"undervote",215,217
215,"undervote","undervote"
215,"undervote",217
215,217,"undervote"
218,215,217
214,218,217
217,215,218
215,"undervote","undervote"
"undervote","undervote","undervote"
218,"undervote","undervote"
215,"undervote","undervote"
218,215,"undervote"
215,217,"undervote"
215,218,215
215,218,217
"undervote","undervote","undervote"
215,218,217
218,215,217
215,"undervote","undervote"
217,218,215
217,215,"undervote"
"undervote","undervote","undervote"
218,218,218
218,215,217
218,215,217
218,217,215
218,215,"undervote"
214,218,215
218,215,"undervote"
217,218,"undervote"
218,215,217
"undervote",215,"undervote"
218,215,217
"undervote","undervote","undervote"
218,215,214
"overvote",217,"undervote"
218,215,217
218,215,"undervote"
218,"overvote","undervote"
218,217,218
217,218,215
218,217,215
218,215,217
215,218,217
218,217,215
218,217,215
217,215,218
217,218,215
215,"undervote","undervote"
218,215,214
218,215,"undervote"
218,215,217
218,217,215
215,"undervote","undervote"
218,215,214
217,215,"undervote"
218,215,"undervote"
218,215,218
218,215,217
218,214,215
218,215,217
218,217,215
218,"undervote","undervote"
218,215,217
218,215,217
218,215,217
217,"undervote",218
218,"undervote","undervote"
218,215,217
217,"undervote","undervote"
218,215,217
218,215,217
215,"undervote","undervote"
215,218,"undervote"
215,"undervote","undervote"
218,215,214
215,218,214
215,218,217
215,"undervote","undervote"
215,"undervote","undervote"
218,215,"undervote"
215,218,"undervote"
218,215,217
218,215,214
218,"overvote",217
218,214,"undervote"
218,217,215
218,215,"undervote"
218,218,218
218,215,217
217,215,218
215,"undervote","undervote"
217,"undervote","undervote"
218,215,217
"undervote","undervote","undervote"
218,215,217
217,"undervote","undervote"
217,"undervote","undervote"
217,215,"undervote"
217,218,215
218,214,217
215,218,217
218,"undervote","undervote"
"undervote","undervote","undervote"
215,218,217
218,215,217
218,215,"undervote"
215,217,218
218,215,217
215,"undervote","undervote"
218,215,"undervote"
218,215,217
215,217,218
218,215,217
215,218,214
218,215,217
218,215,217
218,215,"undervote"
218,215,"undervote"
217,"undervote","undervote"
215,218,217
215,218,"undervote"
215,218,"undervote"
218,215,217
215,217,218
218,215,"undervote"
218,215,"undervote"
215,218,217
218,215,217
215,218,217
215,218,217
218,214,"undervote"
215,218,"undervote"
217,217,217
215,218,217
218,215,214
218,215,217
218,215,217
218,215,"undervote"
217,215,218
218,"undervote","undervote"
218,215,"undervote"
215,218,214
"undervote","undervote","undervote"
215,217,218
215,"undervote","undervote"
217,218,"undervote"
217,215,218
215,218,214
218,215,217
215,"undervote","undervote"
217,215,"undervote"
215,218,217
218,215,"undervote"
217,215,218
218,215,"undervote"
218,215,217
218,215,217
217,215,"undervote"
218,215,214
215,217,218
215,218,217
218,215,"undervote"
217,215,218
215,217,218
217,215,"undervote"
215,"undervote","undervote"
215,217,"undervote"
218,217,215
217,"undervote","undervote"
218,215,217
218,217,215
215,218,217
218,215,217
218,215,217
217,215,"undervote"
215,"undervote","undervote"
215,218,"undervote"
218,214,"undervote"
"overvote","undervote","undervote"
217,215,"undervote"
215,214,218
215,217,"undervote"
218,215,214
217,"undervote","undervote"
"undervote","undervote","undervote"
218,215,214
215,"undervote",218
218,214,215
215,217,"undervote"
217,215,"undervote"
215,218,"undervote"
218,215,"undervote"
218,215,"undervote"
218,215,217
217,215,218
218,214,215
215,217,"undervote"
215,218,217
218,215,"undervote"
218,215,"undervote"
217,215,"undervote"
217,215,"undervote"
"overvote","undervote","undervote"
"overvote","undervote",217
215,217,"undervote"
217,"undervote","undervote"
217,218,"undervote"
218,215,"undervote"
217,215,218
215,"undervote","undervote"
218,"undervote","undervote"
217,218,215
217,215,"undervote"
218,215,"undervote"
218,215,214
217,215,"undervote"
218,215,217
215,217,218
217,215,218
218,215,217
215,218,217
215,218,"undervote"
215,"undervote","undervote"
215,217,"undervote"
218,215,"undervote"
215,217,"undervote"
215,215,215
215,218,"undervote"
217,215,218
217,218,217
215,217,218
215,217,"undervote"
215,218,217
215,218,217
"undervote","undervote","undervote"
218,215,214
217,215,214
217,215,"undervote"
217,"undervote","undervote"
218,215,"undervote"
218,214,215
218,214,215
217,"undervote","undervote"
217,215,214
218,215,"undervote"
217,215,214
218,"undervote",215
215,"undervote",218
"undervote","undervote","undervote"
217,218,215
218,214,215
218,215,"undervote"
217,215,218
218,214,215
218,217,215
"undervote","undervote","undervote"
215,217,"undervote"
218,"undervote","undervote"
217,215,214
215,217,218
215,217,"undervote"
214,215,217
215,218,217
218,215,"undervote"
217,"undervote","undervote"
215,218,217
217,215,"undervote"
218,215,"undervote"
217,215,218
218,217,215
"undervote","undervote","undervote"
215,217,218
215,218,"undervote"
215,217,218
218,215,"undervote"
217,215,"undervote"
217,215,218
217,"undervote","undervote"
215,214,"undervote"
217,"undervote","undervote"
217,215,"undervote"
217,215,"undervote"
215,"undervote","undervote"
214,"undervote","undervote"
218,215,"undervote"
"undervote","undervote","undervote"
218,"undervote","undervote"
215,217,"undervote"
218,215,217
215,217,"undervote"
217,215,218
217,215,"undervote"
215,217,"undervote"
215,217,"undervote"
215,217,"undervote"
217,218,215
215,218,"undervote"
215,217,218
217,215,218
217,215,218
218,215,217
218,215,"undervote"
"undervote","undervote","undervote"
218,215,"undervote"
217,"undervote","undervote"
218,"undervote","undervote"
218,217,215
217,215,"undervote"
215,218,217
217,215,"undervote"
217,217,217
215,217,218
217,"undervote","undervote"
217,215,218
218,215,214
218,215,"undervote"
217,215,218
218,"undervote","undervote"
215,218,"undervote"
215,218,217
218,"undervote","undervote"
215,218,217
218,"undervote","undervote"
218,215,217
217,218,215
218,215,214
217,217,217
217,215,"undervote"
218,215,217
218,215,217
"undervote","undervote","undervote"
217,"undervote","undervote"
218,215,"undervote"
218,215,"undervote"
218,214,"undervote"
215,217,"undervote"
217,215,"undervote"
215,217,"undervote"
218,214,215
217,215,"undervote"
215,217,218
217,"undervote","undervote"
217,215,"undervote"
217,215,218
217,215,214
217,218,"undervote"
217,"undervote","undervote"
217,"undervote","undervote"
215,218,217
218,215,217
217,215,218
217,"undervote","undervote"
"undervote","undervote","undervote"
218,"undervote","undervote"
217,215,214
218,215,217
215,217,218
218,215,"undervote"
218,"undervote","undervote"
218,"undervote","undervote"
215,217,215
215,217,218
218,215,"undervote"
215,218,217
215,215,215
217,"undervote","undervote"
218,215,217
217,215,218
217,"undervote","undervote"
217,"undervote","undervote"
218,215,"undervote"
217,215,218
217,215,218
215,218,217
218,"undervote","undervote"
218,215,217
218,215,"undervote"
217,"undervote","undervote"
218,"undervote","undervote"
215,218,"undervote"
217,218,215
215,217,"undervote"
217,"undervote","undervote"
218,215,217
217,215,218
217,215,218
215,214,217
217,215,"undervote"
215,218,"undervote"
218,215,"undervote"
218,"undervote",215
215,218,217
217,215,"undervote"
218,"undervote","undervote"
217,"undervote",215
217,215,"undervote"
217,"undervote","undervote"
218,"undervote","undervote"
215,218,217
215,217,"undervote"
217,"undervote","undervote"
215,218,217
218,215,217
218,215,217
215,"undervote","undervote"
215,217,"undervote"
215,217,218
217,"undervote","undervote"
215,"undervote","undervote"
215,217,218
218,217,215
218,215,"undervote"
218,214,215
"overvote","undervote","undervote"
"undervote","undervote","undervote"
218,215,214
218,215,217
218,218,218
218,"undervote","undervote"
217,217,217
215,218,"undervote"
217,"undervote","undervote"
217,218,215
215,218,"undervote"
217,"undervote","undervote"
215,218,"undervote"
218,"undervote","undervote"
215,218,217
215,"undervote","undervote"
217,"undervote","undervote"
218,215,"undervote"
217,215,214
217,215,218
217,"undervote","undervote"
"undervote","undervote","undervote"
215,218,"undervote"
218,215,217
215,215,218
217,"undervote","undervote"
215,218,"undervote"
218,217,215
217,215,214
217,"undervote","undervote"
217,215,"undervote"
217,215,"undervote"
217,215,"undervote"
217,215,"undervote"
215,217,218
218,214,214
"overvote",218,"undervote"
215,"undervote","undervote"
215,217,"undervote"
215,218,214
218,215,217
218,215,"undervote"
218,214,215
218,215,214
218,214,215
215,218,217
217,215,218
215,"undervote","undervote"
218,214,215
218,"undervote","undervote"
217,215,"undervote"
218,"undervote","undervote"
217,215,"undervote"
218,215,217
218,215,217
218,215,"undervote"
218,215,217
218,215,"undervote"
218,215,217
217,"undervote","undervote"
218,215,"undervote"
218,214,"undervote"
217,217,215
218,215,217
217,215,218
215,217,"undervote"
218,"undervote","undervote"
218,214,"undervote"
218,215,"undervote"
218,215,"undervote"
218,215,"undervote"
218,215,214
214,"undervote","undervote"
218,"undervote","undervote"
217,"undervote","undervote"
218,"undervote","undervote"
218,215,214
218,215,217
218,215,217
218,215,"undervote"
218,215,"undervote"
218,214,215
215,217,"undervote"
217,"undervote","undervote"
217,215,214
218,215,214
217,"undervote","undervote"
218,217,215
215,218,"undervote"
215,"undervote","undervote"
215,218,214
214,"undervote","undervote"
215,"undervote","undervote"
218,217,214
218,215,"undervote"
217,215,"undervote"
218,214,"undervote"
218,215,217
218,"undervote","undervote"
217,215,218
218,"undervote","undervote"
217,215,"undervote"
218,215,214
215,217,214
217,"undervote","undervote"
218,"undervote","undervote"
218,214,215
218,218,218
215,218,217
218,215,217
217,"undervote","undervote"
218,215,217
215,217,218
218,215,217
215,218,217
218,215,217
218,"undervote","undervote"
218,"undervote","undervote"
218,215,217
218,215,217
218,215,214
218,217,215
218,"undervote","undervote"
218,215,"undervote"
218,"undervote","undervote"
218,"undervote","undervote"
218,214,217
215,"undervote","undervote"
218,215,"undervote"
218,215,217
218,"undervote","undervote"
218,"undervote","undervote"
218,"undervote","undervote"
218,214,215
218,215,"undervote"
218,"undervote","undervote"
218,"undervote","undervote"
215,218,217
218,214,215
217,215,214
218,"undervote","undervote"
218,215,"undervote"
218,217,215
218,215,217
215,218,"undervote"
218,"undervote","undervote"
218,"undervote","undervote"
215,"undervote","undervote"
218,215,"undervote"
218,"undervote","undervote"
218,214,215
218,214,217
218,"undervote","undervote"
215,215,215
215,218,217
218,215,"undervote"
215,218,"undervote"
218,215,"undervote"
214,218,"undervote"
218,214,"undervote"
218,"undervote","undervote"
218,214,215
218,"undervote","undervote"
218,215,"undervote"
215,217,218
218,215,217
218,"undervote","undervote"
218,215,217
218,214,215
217,215,"undervote"
218,214,217
218,215,"undervote"
218,215,214
218,215,217
218,217,"undervote"
218,"undervote","undervote"
215,"undervote","undervote"
218,"undervote","undervote"
218,214,215
218,215,217
218,215,"undervote"
218,215,"undervote"
218,217,"undervote"
218,214,215
218,215,"undervote"
218,"undervote","undervote"
218,215,"undervote"
218,215,217
218,214,215
218,215,"undervote"
218,"undervote","undervote"
217,215,"undervote"
218,"undervote","undervote"
218,215,"undervote"
218,"undervote","undervote"
218,215,"undervote"
218,215,217
218,"undervote","undervote"
215,"undervote","undervote"
218,215,217
218,"undervote","undervote"
218,215,"undervote"
218,215,"undervote"
218,"undervote","undervote"
218,215,217
218,214,217
218,215,"undervote"
218,"undervote","undervote"
218,217,215
218,"undervote","undervote"
218,217,215
218,217,215
218,215,214
218,215,217
218,"undervote","undervote"
215,214,218
218,215,214
218,"undervote","undervote"
218,"undervote","undervote"
218,214,"undervote"
218,215,"undervote"
218,215,"undervote"
218,214,217
218,215,"undervote"
217,218,215
218,"undervote","undervote"
218,"undervote","undervote"
218,215,"undervote"
218,215,"undervote"
218,215,"undervote"
215,"undervote","undervote"
218,215,"undervote"
218,215,"undervote"
218,"undervote","undervote"
218,215,"undervote"
217,"undervote",214
218,"undervote","undervote"
218,"undervote","undervote"
218,214,215
218,214,215
218,215,"undervote"
218,214,"undervote"
218,215,217
218,"undervote","undervote"
215,217,"undervote"
218,"undervote","undervote"
218,215,"undervote"
218,215,214
218,"undervote","undervote"
218,214,215
218,215,"undervote"
218,214,217
218,215,"undervote"
218,215,"undervote"
218,215,217
218,"undervote","undervote"
218,215,214
218,215,214
218,215,"undervote"
218,214,"undervote"
218,"undervote","undervote"
214,218,"undervote"
218,"undervote","undervote"
218,214,215
218,214,215
218,"undervote","undervote"
218,"undervote","undervote"
218,214,215
218,214,215
218,215,"undervote"
218,215,"undervote"
218,"undervote","undervote"
215,217,"undervote"
214,218,"undervote"
218,"undervote","undervote"
218,"undervote","undervote"
218,"undervote","undervote"
218,215,217
218,214,215
218,214,215
214,217,218
218,"undervote","undervote"
218,215,"undervote"
218,214,"undervote"
218,"undervote","undervote"
218,"undervote","undervote"
218,214,"undervote"
218,215,214
218,214,215
218,215,217
217,"undervote","undervote"
217,215,218
217,217,217
218,215,217
217,218,215
218,215,"undervote"
217,"undervote","undervote"
218,215,217
218,215,"undervote"
217,215,"undervote"
217,215,"undervote"
215,218,217
215,217,"undervote"
217,"undervote","undervote"
218,215,217
218,215,217
217,"undervote","undervote"
217,215,218
217,"undervote","undervote"
"undervote","undervote","undervote"
215,217,"undervote"
215,217,218
218,217,"undervote"
218,217,"undervote"
217,215,"undervote"
217,"undervote","undervote"
218,215,"undervote"
218,215,214
218,"undervote","undervote"
215,"undervote","undervote"
215,214,"undervote"
217,215,218
217,215,218
218,"undervote","undervote"
215,217,"undervote"
215,217,"undervote"
215,217,"undervote"
217,"undervote","undervote"
215,"undervote","undervote"
218,215,"undervote"
217,215,"undervote"
218,215,"undervote"
217,218,215
218,215,214
218,"undervote","undervote"
217,215,"undervote"
"undervote","undervote","undervote"
218,"undervote",215
218,215,"undervote"
214,217,215
214,218,215
217,215,"undervote"
217,215,"undervote"
217,215,"undervote"
215,"undervote","undervote"
217,"undervote","undervote"
217,"undervote","undervote"
215,217,218
215,217,"undervote"
215,217,214
217,214,"undervote"
217,214,"undervote"
218,215,"undervote"
217,"undervote","undervote"
217,"undervote","undervote"
217,"undervote","undervote"
215,217,218
215,217,"undervote"
217,215,218
217,"undervote","undervote"
218,215,"undervote"
215,"undervote","undervote"
215,218,"undervote"
217,217,217
217,215,"undervote"
215,218,217
217,215,218
218,"undervote","undervote"
218,"undervote","undervote"
218,215,"undervote"
218,"overvote","undervote"
218,"undervote","undervote"
